Model Name,Trim Year,Trim Name,Trim Msrp,Engine Type,Engine Cylinders,Mileage Combined Mpg,Body Doors,Body Seats
IS,2015,250 C,43360,gas,V6,24.0,2,4
IS,2015,350C,47640,gas,V6,23.0,2,4
